Año,Entidad,Ley,Concepto,Tipo,Total
2012,Quintana Roo,Codigo penal federal,Contra la salud,Suministro,3.0
2012,Quintana Roo,Codigo penal federal,Contra la salud,Posesion,302.0
2012,Quintana Roo,Codigo penal federal,Contra la salud,Otros,247.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,43.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,49.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,Contra la integridad corporal,0.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,Electorales,43.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,En materia de derechos de autor,42.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",86.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,Patrimoniales,309.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,3.0
2012,Quintana Roo,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,89.0
2012,San Luis Potosí,Codigo penal federal,Contra la salud,Produccion,0.0
2012,San Luis Potosí,Codigo penal federal,Contra la salud,Transporte,19.0
2012,San Luis Potosí,Codigo penal federal,Contra la salud,Trafico,2.0
2012,San Luis Potosí,Codigo penal federal,Contra la salud,Comercio,65.0
2012,San Luis Potosí,Codigo penal federal,Contra la salud,Suministro,1.0
2012,San Luis Potosí,Codigo penal federal,Contra la salud,Posesion,8.0
2012,San Luis Potosí,Codigo penal federal,Contra la salud,Otros,10.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,34.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,21.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,Contra la integridad corporal,3.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,Electorales,19.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,En materia de derechos de autor,15.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",21.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,Patrimoniales,148.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,13.0
2012,San Luis Potosí,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,83.0
2012,Sinaloa,Codigo penal federal,Contra la salud,Produccion,133.0
2012,Sinaloa,Codigo penal federal,Contra la salud,Transporte,34.0
2012,Sinaloa,Codigo penal federal,Contra la salud,Trafico,0.0
2012,Sinaloa,Codigo penal federal,Contra la salud,Comercio,212.0
2012,Sinaloa,Codigo penal federal,Contra la salud,Suministro,1.0
2012,Sinaloa,Codigo penal federal,Contra la salud,Posesion,597.0
2012,Sinaloa,Codigo penal federal,Contra la salud,Otros,148.0
2012,Sinaloa,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,100.0
2012,Sinaloa,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,68.0
2012,Sinaloa,Codigo penal federal,Otros delitos,Contra la integridad corporal,10.0
2012,Sinaloa,Codigo penal federal,Otros delitos,Electorales,39.0
2012,Sinaloa,Codigo penal federal,Otros delitos,En materia de derechos de autor,4.0
2012,Sinaloa,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",46.0
2012,Sinaloa,Codigo penal federal,Otros delitos,Patrimoniales,526.0
2012,Sinaloa,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,20.0
2012,Sinaloa,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,114.0
2012,Sonora,Codigo penal federal,Contra la salud,Produccion,195.0
2012,Sonora,Codigo penal federal,Contra la salud,Transporte,106.0
2012,Sonora,Codigo penal federal,Contra la salud,Trafico,4.0
2012,Sonora,Codigo penal federal,Contra la salud,Comercio,153.0
2012,Sonora,Codigo penal federal,Contra la salud,Suministro,3.0
2012,Sonora,Codigo penal federal,Contra la salud,Posesion,778.0
2012,Sonora,Codigo penal federal,Contra la salud,Otros,510.0
2012,Sonora,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,62.0
2012,Sonora,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,51.0
2012,Sonora,Codigo penal federal,Otros delitos,Contra la integridad corporal,8.0
2012,Sonora,Codigo penal federal,Otros delitos,Electorales,91.0
2012,Sonora,Codigo penal federal,Otros delitos,En materia de derechos de autor,7.0
2012,Sonora,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",80.0
2012,Sonora,Codigo penal federal,Otros delitos,Patrimoniales,541.0
2012,Sonora,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,27.0
2012,Sonora,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,294.0
2012,Tabasco,Codigo penal federal,Contra la salud,Produccion,5.0
2012,Tabasco,Codigo penal federal,Contra la salud,Transporte,5.0
2012,Tabasco,Codigo penal federal,Contra la salud,Trafico,3.0
2012,Tabasco,Codigo penal federal,Contra la salud,Comercio,40.0
2012,Tabasco,Codigo penal federal,Contra la salud,Suministro,5.0
2012,Tabasco,Codigo penal federal,Contra la salud,Posesion,38.0
2012,Tabasco,Codigo penal federal,Contra la salud,Otros,42.0
2012,Tabasco,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,63.0
2012,Tabasco,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,19.0
2012,Tabasco,Codigo penal federal,Otros delitos,Contra la integridad corporal,3.0
2012,Tabasco,Codigo penal federal,Otros delitos,Electorales,57.0
2012,Tabasco,Codigo penal federal,Otros delitos,En materia de derechos de autor,13.0
2012,Tabasco,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",37.0
2012,Tabasco,Codigo penal federal,Otros delitos,Patrimoniales,195.0
2012,Tabasco,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,8.0
2012,Tabasco,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,277.0
2012,Tamaulipas,Codigo penal federal,Contra la salud,Produccion,0.0
2012,Tamaulipas,Codigo penal federal,Contra la salud,Transporte,2.0
2012,Tamaulipas,Codigo penal federal,Contra la salud,Trafico,0.0
2012,Tamaulipas,Codigo penal federal,Contra la salud,Comercio,0.0
2012,Tamaulipas,Codigo penal federal,Contra la salud,Suministro,0.0
2012,Tamaulipas,Codigo penal federal,Contra la salud,Posesion,1098.0
2012,Tamaulipas,Codigo penal federal,Contra la salud,Otros,26.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,129.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,20.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,Contra la integridad corporal,36.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,Electorales,67.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,En materia de derechos de autor,20.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",98.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,Patrimoniales,1015.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,29.0
2012,Tamaulipas,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,645.0
2012,Tlaxcala,Codigo penal federal,Contra la salud,Produccion,0.0
2012,Tlaxcala,Codigo penal federal,Contra la salud,Transporte,0.0
2012,Tlaxcala,Codigo penal federal,Contra la salud,Trafico,1.0
2012,Tlaxcala,Codigo penal federal,Contra la salud,Comercio,7.0
2012,Tlaxcala,Codigo penal federal,Contra la salud,Suministro,0.0
2012,Tlaxcala,Codigo penal federal,Contra la salud,Posesion,25.0
2012,Tlaxcala,Codigo penal federal,Contra la salud,Otros,28.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,21.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,35.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,Contra la integridad corporal,6.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,Electorales,48.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,En materia de derechos de autor,19.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",44.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,Patrimoniales,128.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,27.0
2012,Tlaxcala,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,93.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Contra la salud,Produccion,6.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Contra la salud,Transporte,13.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Contra la salud,Trafico,0.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Contra la salud,Comercio,17.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Contra la salud,Suministro,3.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Contra la salud,Posesion,34.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Contra la salud,Otros,25.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,160.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,107.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,Contra la integridad corporal,15.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,Electorales,139.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,En materia de derechos de autor,16.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",79.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,Patrimoniales,1183.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,61.0
2012,Veracruz de Ignacio de la Llave,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,521.0
2012,Yucatán,Codigo penal federal,Contra la salud,Produccion,0.0
2012,Yucatán,Codigo penal federal,Contra la salud,Transporte,2.0
2012,Yucatán,Codigo penal federal,Contra la salud,Trafico,0.0
2012,Yucatán,Codigo penal federal,Contra la salud,Comercio,0.0
2012,Yucatán,Codigo penal federal,Contra la salud,Suministro,0.0
2012,Yucatán,Codigo penal federal,Contra la salud,Posesion,98.0
2012,Yucatán,Codigo penal federal,Contra la salud,Otros,21.0
2012,Yucatán,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,31.0
2012,Yucatán,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,51.0
2012,Yucatán,Codigo penal federal,Otros delitos,Contra la integridad corporal,10.0
2012,Yucatán,Codigo penal federal,Otros delitos,Electorales,30.0
2012,Yucatán,Codigo penal federal,Otros delitos,En materia de derechos de autor,26.0
2012,Yucatán,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",38.0
2012,Yucatán,Codigo penal federal,Otros delitos,Patrimoniales,122.0
2012,Yucatán,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,1.0
2012,Yucatán,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,42.0
2012,Zacatecas,Codigo penal federal,Contra la salud,Produccion,6.0
2012,Zacatecas,Codigo penal federal,Contra la salud,Transporte,9.0
2012,Zacatecas,Codigo penal federal,Contra la salud,Trafico,6.0
2012,Zacatecas,Codigo penal federal,Contra la salud,Comercio,34.0
2012,Zacatecas,Codigo penal federal,Contra la salud,Suministro,2.0
2012,Zacatecas,Codigo penal federal,Contra la salud,Posesion,98.0
2012,Zacatecas,Codigo penal federal,Contra la salud,Otros,47.0
2012,Zacatecas,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,20.0
2012,Zacatecas,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,3.0
2012,Zacatecas,Codigo penal federal,Otros delitos,Contra la integridad corporal,6.0
2012,Zacatecas,Codigo penal federal,Otros delitos,Electorales,29.0
2012,Zacatecas,Codigo penal federal,Otros delitos,En materia de derechos de autor,7.0
2012,Zacatecas,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",9.0
2012,Zacatecas,Codigo penal federal,Otros delitos,Patrimoniales,145.0
2012,Zacatecas,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,16.0
2012,Zacatecas,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,69.0
2012,Extranjero,Codigo penal federal,Contra la salud,Produccion,1.0
2012,Extranjero,Codigo penal federal,Contra la salud,Transporte,0.0
2012,Extranjero,Codigo penal federal,Contra la salud,Trafico,0.0
2012,Extranjero,Codigo penal federal,Contra la salud,Comercio,0.0
2012,Extranjero,Codigo penal federal,Contra la salud,Suministro,0.0
2012,Extranjero,Codigo penal federal,Contra la salud,Posesion,0.0
2012,Extranjero,Codigo penal federal,Contra la salud,Otros,0.0
2012,Extranjero,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,1.0
2012,Extranjero,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,0.0
2012,Extranjero,Codigo penal federal,Otros delitos,Contra la integridad corporal,6.0
2012,Extranjero,Codigo penal federal,Otros delitos,Electorales,0.0
2012,Extranjero,Codigo penal federal,Otros delitos,En materia de derechos de autor,0.0
2012,Extranjero,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",9.0
2012,Extranjero,Codigo penal federal,Otros delitos,Patrimoniales,21.0
2012,Extranjero,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,0.0
2012,Extranjero,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,18.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),175.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),11.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),18.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),6.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),98.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,3.0
2012,Aguascalientes,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,56.0
2012,Aguascalientes,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,2.0
2012,Aguascalientes,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2012,Aguascalientes,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,42.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",16.0
2012,Aguascalientes,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,18.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),719.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),32.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),6.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),2.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),1234.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,269.0
2012,Baja California,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,253.0
2012,Baja California,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,5.0
2012,Baja California,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,3.0
2012,Baja California,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,36.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",95.0
2012,Baja California,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,58.0
2012,Baja California Sur,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),41.0
2012,Baja California Sur,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),4.0
2012,Baja California Sur,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),4.0
2012,Baja California Sur,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),5.0
2012,Baja California Sur,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),74.0
2012,Baja California Sur,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,0.0
2012,Baja California Sur,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,549.0
2012,Baja California Sur,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,17.0
2012,Baja California Sur,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
